flow,lighthouse
0.925,0.9223361611366272
0.925,0.9225753545761108
0.925,0.9228072166442871
0.927,0.9210699796676636
0.927,0.9221991896629333
0.927,0.9223933219909668
0.927,0.9212905168533325
0.927,0.9213629961013794
0.93,0.922511637210846
0.93,0.9226163029670715
0.93,0.922704815864563
0.93,0.9227863550186157
0.934,0.9252861738204956
0.934,0.9255090355873108
0.934,0.9250637888908386
0.934,0.925195574760437
0.926,0.9254012107849121
0.926,0.9255204796791077
0.926,0.9255795478820801
0.926,0.9256517291069031
0.93,0.9267941117286682
0.93,0.9269691705703735
0.93,0.9270813465118408
0.93,0.9272015690803528
0.931,0.927303671836853
0.931,0.928485631942749
0.931,0.9286037683486938
0.931,0.9287376403808594
0.931,0.9288371205329895
0.931,0.92960524559021
0.931,0.9297192096710205
0.931,0.9298592209815979
0.931,0.9299278855323792
0.932,0.9306653141975403
0.932,0.9307160377502441
0.932,0.930810272693634
0.932,0.9308373928070068
0.936,0.9325131177902222
0.936,0.9325569868087769
0.936,0.9326608180999756
0.936,0.9326804280281067
0.937,0.934103786945343
0.937,0.9341509938240051
0.937,0.9342570304870605
0.937,0.9342403411865234
0.927,0.934299647808075
0.927,0.9319411516189575
0.927,0.9318544268608093
0.927,0.931684672832489
0.927,0.9315634369850159
0.927,0.9299294948577881
0.927,0.9297018647193909
0.927,0.9294204711914062
0.927,0.9291605353355408
0.932,0.9297343492507935
0.932,0.9295021295547485
0.932,0.9291641712188721
0.932,0.9289045333862305
0.923,0.9267399907112122
0.923,0.92637699842453
0.923,0.9259316921234131
0.923,0.925556480884552
0.925,0.925060510635376
0.925,0.9246794581413269
0.925,0.9243155717849731
0.925,0.9239431023597717
0.921,0.9234793782234192
0.921,0.9223080277442932
0.921,0.9218688011169434
0.921,0.9214699268341064
0.921,0.9209924340248108
0.921,0.920604407787323
0.921,0.9201630353927612
0.921,0.9197924137115479
0.921,0.9193902015686035
0.918,0.918569028377533
0.918,0.9181768894195557
0.918,0.9178247451782227
0.918,0.9173992872238159
0.92,0.917900800704956
0.92,0.9175282716751099
0.92,0.9172738194465637
0.92,0.9170268177986145
0.915,0.9162014126777649
0.915,0.9158947467803955
0.915,0.9156525135040283
0.915,0.9153706431388855
0.92,0.915158212184906
0.92,0.9165820479393005
0.92,0.9164750576019287
0.92,0.9162260293960571
0.92,0.9161205887794495
0.921,0.9175737500190735
0.921,0.9175683856010437
0.921,0.9175007939338684
0.921,0.9175135493278503
0.921,0.9185851812362671
0.921,0.918656587600708
0.921,0.9187234044075012
0.921,0.9187816977500916
0.917,0.9181963205337524
0.917,0.9182292819023132
0.917,0.9182233214378357
0.917,0.9182507395744324
0.919,0.9184796810150146
0.919,0.9185150861740112
0.919,0.9185036420822144
0.919,0.911746084690094
0.92,0.9108313918113708
0.92,0.9119145274162292
0.92,0.9112678170204163
0.92,0.9110178351402283
0.92,0.9107093811035156
0.916,0.9113209247589111
0.916,0.9109811186790466
0.916,0.9107736945152283
0.916,0.9104395508766174
0.925,0.9130666851997375
0.925,0.9128785133361816
0.925,0.9128335118293762
0.925,0.9126893281936646
0.915,0.9131600260734558
0.915,0.9131681323051453
0.915,0.9131839275360107
0.915,0.9132065773010254
